shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name
17,Central Midfield,Marek Hamsik,1987-07-27,30,Slovakia,SSC Napoli,Serie A
20,Central Midfield,Piotr Zielinski,1994-05-20,23,Poland,SSC Napoli,Serie A
5,Central Midfield,Allan,1991-01-08,27,Brazil,SSC Napoli,Serie A
30,Central Midfield,Marko Rog,1995-07-19,22,Croatia,SSC Napoli,Serie A
24,Left Wing,Lorenzo Insigne,1991-06-04,26,Italy,SSC Napoli,Serie A
37,Left Wing,Adam Ounas,1996-11-11,21,Algeria,SSC Napoli,Serie A
15,Left Wing,Emanuele Giaccherini,1985-05-05,32,Italy,SSC Napoli,Serie A
18,Left Wing,Leandrinho,1998-10-11,19,Brazil,SSC Napoli,Serie A
7,Right Wing,José Callejón,1987-02-11,30,Spain,SSC Napoli,Serie A
14,Centre-Forward,Dries Mertens,1987-05-06,30,Belgium,SSC Napoli,Serie A
99,Centre-Forward,Arkadiusz Milik,1994-02-28,23,Poland,SSC Napoli,Serie A
1,Keeper,Alisson,1992-10-02,25,Brazil,AS Roma,Serie A
28,Keeper,Lukasz Skorupski,1991-05-05,26,Poland,AS Roma,Serie A
18,Keeper,Bogdan Lobont,1978-01-18,39,Romania,AS Roma,Serie A
44,Centre-Back,Konstantinos Manolas,1991-06-14,26,Greece,AS Roma,Serie A
5,Centre-Back,Juan Jesus,1991-06-10,26,Brazil,AS Roma,Serie A
20,Centre-Back,Federico Fazio,1987-03-17,30,Argentina,AS Roma,Serie A
15,Centre-Back,Héctor Moreno,1988-01-17,29,Mexico,AS Roma,Serie A
55,Centre-Back,Leandro Castán,1986-11-05,31,Brazil,AS Roma,Serie A
33,Left-Back,Emerson,1994-08-03,23,Italy,AS Roma,Serie A
11,Left-Back,Aleksandar Kolarov,1985-11-10,32,Serbia,AS Roma,Serie A
25,Right-Back,Bruno Peres,1990-03-01,27,Brazil,AS Roma,Serie A
26,Right-Back,Rick Karsdorp,1995-02-11,22,Netherlands,AS Roma,Serie A
22,Right-Back,Abdullahi Nura,1997-08-17,20,Nigeria,AS Roma,Serie A
21,Defensive Midfield,Maxime Gonalons,1989-03-10,28,France,AS Roma,Serie A
16,Defensive Midfield,Daniele De Rossi,1983-07-24,34,Italy,AS Roma,Serie A
4,Central Midfield,Radja Nainggolan,1988-05-04,29,Belgium,AS Roma,Serie A
6,Central Midfield,Kevin Strootman,1990-02-13,27,Netherlands,AS Roma,Serie A
24,Central Midfield,Alessandro Florenzi,1991-03-11,26,Italy,AS Roma,Serie A
7,Central Midfield,Lorenzo Pellegrini,1996-06-19,21,Italy,AS Roma,Serie A
8,Left Wing,Diego Perotti,1988-07-26,29,Argentina,AS Roma,Serie A
92,Left Wing,Stephan El Shaarawy,1992-10-27,25,Italy,AS Roma,Serie A
17,Right Wing,Cengiz Ünder,1997-07-14,20,Turkey,AS Roma,Serie A
30,Right Wing,Gerson,1997-05-20,20,Brazil,AS Roma,Serie A
9,Centre-Forward,Edin Dzeko,1986-03-17,31,Bosnia-Herzegovina,AS Roma,Serie A
14,Centre-Forward,Patrik Schick,1996-01-24,21,Czech Republic,AS Roma,Serie A
23,Centre-Forward,Grégoire Defrel,1991-06-17,26,France,AS Roma,Serie A
1,Keeper,Samir Handanovic,1984-07-14,33,Slovenia,Inter,Serie A
27,Keeper,Daniele Padelli,1985-10-25,32,Italy,Inter,Serie A
46,Keeper,Tommaso Berni,1983-03-06,34,Italy,Inter,Serie A
37,Centre-Back,Milan Skriniar,1995-02-11,22,Slovakia,Inter,Serie A
25,Centre-Back,Miranda,1984-09-07,33,Brazil,Inter,Serie A
13,Centre-Back,Andrea Ranocchia,1988-02-16,29,Italy,Inter,Serie A
61,Centre-Back,Zinho Vanheusden,1999-07-29,18,Belgium,Inter,Serie A
29,Left-Back,Dalbert,1993-09-08,24,Brazil,Inter,Serie A
21,Left-Back,Davide Santon,1991-01-02,27,Italy,Inter,Serie A
55,Left-Back,Yuto Nagatomo,1986-09-12,31,Japan,Inter,Serie A
7,Right-Back,João Cancelo,1994-05-27,23,Portugal,Inter,Serie A
33,Right-Back,Danilo D'Ambrosio,1988-09-09,29,Italy,Inter,Serie A
11,Central Midfield,Matías Vecino,1991-08-24,26,Uruguay,Inter,Serie A
5,Central Midfield,Roberto Gagliardini,1994-04-07,23,Italy,Inter,Serie A
77,Central Midfield,Marcelo Brozovic,1992-11-16,25,Croatia,Inter,Serie A
20,Central Midfield,Borja Valero,1985-01-12,32,Spain,Inter,Serie A
NA,Central Midfield,Assane Gnoukouri,1996-09-28,21,Cote d'Ivoire,Inter,Serie A
10,Attacking Midfield,João Mário,1993-01-19,24,Portugal,Inter,Serie A
44,Left Wing,Ivan Perisic,1989-02-02,28,Croatia,Inter,Serie A
23,Left Wing,Éder,1986-11-15,31,Italy,Inter,Serie A
87,Right Wing,Antonio Candreva,1987-02-28,30,Italy,Inter,Serie A
17,Right Wing,Yann Karamoh,1998-07-08,19,France,Inter,Serie A
9,Centre-Forward,Mauro Icardi,1993-02-19,24,Argentina,Inter,Serie A
99,Centre-Forward,Andrea Pinamonti,1999-05-19,18,Italy,Inter,Serie A
99,Keeper,Gianluigi Donnarumma,1999-02-25,18,Italy,AC Milan,Serie A
1,Keeper,Gabriel,1992-09-27,25,Brazil,AC Milan,Serie A
90,Keeper,Antonio Donnarumma,1990-07-07,27,Italy,AC Milan,Serie A
30,Keeper,Marco Storari,1977-01-07,41,Italy,AC Milan,Serie A
19,Centre-Back,Leonardo Bonucci,1987-05-01,30,Italy,AC Milan,Serie A
13,Centre-Back,Alessio Romagnoli,1995-01-12,22,Italy,AC Milan,Serie A
22,Centre-Back,Mateo Musacchio,1990-08-26,27,Argentina,AC Milan,Serie A
15,Centre-Back,Gustavo Gómez,1993-05-06,24,Paraguay,AC Milan,Serie A
17,Centre-Back,Cristián Zapata,1986-09-30,31,Colombia,AC Milan,Serie A
29,Centre-Back,Gabriel Paletta,1986-02-15,31,Italy,AC Milan,Serie A
NA,Centre-Back,Jherson Vergara,1994-05-26,23,Colombia,AC Milan,Serie A
46,Centre-Back,Matteo Gabbia,1999-10-21,18,Italy,AC Milan,Serie A
68,Left-Back,Ricardo Rodríguez,1992-08-25,25,Switzerland,AC Milan,Serie A
31,Left-Back,Luca Antonelli,1987-02-11,30,Italy,AC Milan,Serie A
12,Right-Back,Andrea Conti,1994-03-02,23,Italy,AC Milan,Serie A
2,Right-Back,Davide Calabria,1996-12-06,21,Italy,AC Milan,Serie A
20,Right-Back,Ignazio Abate,1986-11-12,31,Italy,AC Milan,Serie A
21,Defensive Midfield,Lucas Biglia,1986-01-30,31,Argentina,AC Milan,Serie A
73,Defensive Midfield,Manuel Locatelli,1998-01-08,20,Italy,AC Milan,Serie A
18,Defensive Midfield,Riccardo Montolivo,1985-01-18,32,Italy,AC Milan,Serie A
5,Central Midfield,Giacomo Bonaventura,1989-08-22,28,Italy,AC Milan,Serie A
79,Central Midfield,Franck Kessié,1996-12-19,21,Cote d'Ivoire,AC Milan,Serie A
4,Central Midfield,José Mauri,1996-05-16,21,Italy,AC Milan,Serie A
45,Central Midfield,Niccolò Zanellato,1998-06-24,19,Italy,AC Milan,Serie A
10,Attacking Midfield,Hakan Calhanoglu,1994-02-08,23,Turkey,AC Milan,Serie A
NA,Attacking Midfield,Hachim Mastour,1998-06-15,19,Morocco,AC Milan,Serie A
11,Left Wing,Fabio Borini,1991-03-29,26,Italy,AC Milan,Serie A
8,Right Wing,Suso,1993-11-19,24,Spain,AC Milan,Serie A
NA,Right Wing,Nnamdi Oduamadi,1990-10-17,27,Nigeria,AC Milan,Serie A
9,Centre-Forward,André Silva,1995-11-06,22,Portugal,AC Milan,Serie A
7,Centre-Forward,Nikola Kalinic,1988-01-05,30,Croatia,AC Milan,Serie A
63,Centre-Forward,Patrick Cutrone,1998-01-03,20,Italy,AC Milan,Serie A
1,Keeper,Thomas Strakosha,1995-03-19,22,Albania,Lazio,Serie A
25,Keeper,Ivan Vargic,1987-03-15,30,Croatia,Lazio,Serie A
22,Keeper,Federico Marchetti,1983-02-07,34,Italy,Lazio,Serie A
23,Keeper,Guido Guerrieri,1996-02-25,21,Italy,Lazio,Serie A
3,Centre-Back,Stefan de Vrij,1992-02-05,25,Netherlands,Lazio,Serie A
13,Centre-Back,Wallace,1994-10-14,23,Brazil,Lazio,Serie A
15,Centre-Back,Bastos,1991-11-23,26,Angola,Lazio,Serie A
33,Centre-Back,Maurício,1988-09-20,29,Brazil,Lazio,Serie A
27,Centre-Back,Luiz Felipe,1997-03-22,20,Brazil,Lazio,Serie A
26,Left-Back,Stefan Radu,1986-10-22,31,Romania,Lazio,Serie A
5,Left-Back,Jordan Lukaku,1994-07-25,23,Belgium,Lazio,Serie A
77,Right-Back,Adam Marusic,1992-10-17,25,Montenegro,Lazio,Serie A
NA,Right-Back,Martín Cáceres,1987-04-07,30,Uruguay,Lazio,Serie A
4,Right-Back,Patric,1993-04-17,24,Spain,Lazio,Serie A
8,Right-Back,Dusan Basta,1984-08-18,33,Serbia,Lazio,Serie A
6,Defensive Midfield,Lucas Leiva,1987-01-09,31,Brazil,Lazio,Serie A
88,Defensive Midfield,Davide Di Gennaro,1988-06-16,29,Italy,Lazio,Serie A
21,Central Midfield,Sergej Milinkovic-Savic,1995-02-27,22,Serbia,Lazio,Serie A
16,Central Midfield,Marco Parolo,1985-01-25,32,Italy,Lazio,Serie A
96,Central Midfield,Alessandro Murgia,1996-08-09,21,Italy,Lazio,Serie A
66,Central Midfield,Bruno Jordão,1998-10-12,19,Portugal,Lazio,Serie A
10,Right Midfield,Felipe Anderson,1993-04-15,24,Brazil,Lazio,Serie A
19,Left Midfield,Senad Lulic,1986-01-18,31,Bosnia-Herzegovina,Lazio,Serie A
11,Left Midfield,Luca Crecco,1995-09-06,22,Italy,Lazio,Serie A
18,Attacking Midfield,Luis Alberto,1992-09-28,25,Spain,Lazio,Serie A
7,Left Wing,Nani,1986-11-17,31,Portugal,Lazio,Serie A
70,Left Wing,Christopher Oikonomidis,1995-05-04,22,Australia,Lazio,Serie A
30,Right Wing,Pedro Neto,2000-03-09,17,Portugal,Lazio,Serie A
17,Centre-Forward,Ciro Immobile,1990-02-20,27,Italy,Lazio,Serie A
20,Centre-Forward,Felipe Caicedo,1988-09-05,29,Ecuador,Lazio,Serie A
9,Centre-Forward,Filip Djordjevic,1987-09-28,30,Serbia,Lazio,Serie A
34,Centre-Forward,Brayan Perea,1993-02-25,24,Colombia,Lazio,Serie A
57,Keeper,Marco Sportiello,1992-05-10,25,Italy,Fiorentina,Serie A
97,Keeper,Bartlomiej Dragowski,1997-08-19,20,Poland,Fiorentina,Serie A
22,Keeper,Michele Cerofolini,1999-01-04,19,Italy,Fiorentina,Serie A
20,Centre-Back,Germán Pezzella,1991-06-27,26,Argentina,Fiorentina,Serie A
13,Centre-Back,Davide Astori,1987-01-07,31,Italy,Fiorentina,Serie A
31,Centre-Back,Vitor Hugo,1991-05-20,26,Brazil,Fiorentina,Serie A
4,Centre-Back,Nikola Milenkovic,1997-10-12,20,Serbia,Fiorentina,Serie A
51,Centre-Back,Petko Hristov,1999-03-01,18,Bulgaria,Fiorentina,Serie A
3,Left-Back,Cristiano Biraghi,1992-09-01,25,Italy,Fiorentina,Serie A
15,Left-Back,Maximiliano Olivera,1992-03-05,25,Uruguay,Fiorentina,Serie A
76,Right-Back,Bruno Gaspar,1993-04-21,24,Portugal,Fiorentina,Serie A
2,Right-Back,Vincent Laurini,1989-06-10,28,France,Fiorentina,Serie A
5,Defensive Midfield,Milan Badelj,1989-02-25,28,Croatia,Fiorentina,Serie A
6,Defensive Midfield,Carlos Sánchez,1986-02-06,31,Colombia,Fiorentina,Serie A
17,Central Midfield,Jordan Veretout,1993-03-01,24,France,Fiorentina,Serie A
24,Central Midfield,Marco Benassi,1994-09-08,23,Italy,Fiorentina,Serie A
19,Central Midfield,Sebastián Cristóforo,1993-08-23,24,Uruguay,Fiorentina,Serie A
10,Left Midfield,Valentin Eysseric,1992-03-25,25,France,Fiorentina,Serie A
8,Attacking Midfield,Riccardo Saponara,1991-12-21,26,Italy,Fiorentina,Serie A
11,Attacking Midfield,Ianis Hagi,1998-10-22,19,Romania,Fiorentina,Serie A
7,Left Wing,Rafik Zekhnini,1998-01-12,19,Norway,Fiorentina,Serie A
25,Right Wing,Federico Chiesa,1997-10-25,20,Italy,Fiorentina,Serie A
28,Right Wing,Gil Dias,1996-09-28,21,Portugal,Fiorentina,Serie A
27,Secondary Striker,Simone Lo Faso,1998-02-18,19,Italy,Fiorentina,Serie A
9,Centre-Forward,Giovanni Simeone,1995-07-05,22,Argentina,Fiorentina,Serie A
30,Centre-Forward,Khouma Babacar,1993-03-17,24,Senegal,Fiorentina,Serie A
77,Centre-Forward,Cyril Théréau,1983-04-24,34,France,Fiorentina,Serie A
1,Keeper,Etrit Berisha,1989-03-10,28,Albania,Atalanta,Serie A
91,Keeper,Pierluigi Gollini,1995-03-18,22,Italy,Atalanta,Serie A
31,Keeper,Francesco Rossi,1991-04-27,26,Italy,Atalanta,Serie A
13,Centre-Back,Mattia Caldara,1994-05-05,23,Italy,Atalanta,Serie A
3,Centre-Back,Rafael Tolói,1990-10-10,27,Brazil,Atalanta,Serie A
6,Centre-Back,José Luis Palomino,1990-01-05,28,Argentina,Atalanta,Serie A
5,Centre-Back,Andrea Masiello,1986-02-05,31,Italy,Atalanta,Serie A
95,Centre-Back,Alessandro Bastoni,1999-04-13,18,Italy,Atalanta,Serie A
28,Centre-Back,Gianluca Mancini,1996-04-17,21,Italy,Atalanta,Serie A
8,Left-Back,Robin Gosens,1994-07-05,23,Germany,Atalanta,Serie A
NA,Left-Back,Boukary Dramé,1985-07-22,32,Senegal,Atalanta,Serie A
21,Right-Back,Timothy Castagne,1995-12-05,22,Belgium,Atalanta,Serie A
33,Right-Back,Hans Hateboer,1994-01-09,24,Netherlands,Atalanta,Serie A
23,Defensive Midfield,Filippo Melegoni,1999-02-18,18,Italy,Atalanta,Serie A
4,Central Midfield,Bryan Cristante,1995-03-03,22,Italy,Atalanta,Serie A
15,Central Midfield,Marten de Roon,1991-03-29,26,Netherlands,Atalanta,Serie A
11,Central Midfield,Remo Freuler,1992-04-15,25,Switzerland,Atalanta,Serie A
32,Central Midfield,Nicolas Haas,1996-01-23,21,Switzerland,Atalanta,Serie A
88,Central Midfield,João Schmidt,1993-05-19,24,Brazil,Atalanta,Serie A
37,Left Midfield,Leonardo Spinazzola,1993-03-25,24,Italy,Atalanta,Serie A
72,Attacking Midfield,Josip Ilicic,1988-01-29,29,Slovenia,Atalanta,Serie A
27,Attacking Midfield,Jasmin Kurtic,1989-01-10,29,Slovenia,Atalanta,Serie A
7,Right Wing,Riccardo Orsolini,1997-01-24,20,Italy,Atalanta,Serie A
10,Secondary Striker,Papu Gómez,1988-02-15,29,Argentina,Atalanta,Serie A
29,Centre-Forward,Andrea Petagna,1995-06-30,22,Italy,Atalanta,Serie A
9,Centre-Forward,Andreas Cornelius,1993-03-16,24,Denmark,Atalanta,Serie A
20,Centre-Forward,Luca Vido,1997-02-03,20,Italy,Atalanta,Serie A
39,Keeper,Salvatore Sirigu,1987-01-12,30,Italy,Torino,Serie A
32,Keeper,Vanja Milinković-Savić,1997-02-20,20,Serbia,Torino,Serie A
1,Keeper,Salvador Ichazo,1992-01-26,25,Uruguay,Torino,Serie A
33,Centre-Back,Nicolas N'Koulou,1990-03-27,27,Cameroon,Torino,Serie A
97,Centre-Back,Lyanco,1997-02-01,20,Brazil,Torino,Serie A
4,Centre-Back,Kevin Bonifazi,1996-05-19,21,Italy,Torino,Serie A
13,Centre-Back,Nicolás Burdisso,1981-04-12,36,Argentina,Torino,Serie A
24,Centre-Back,Emiliano Moretti,1981-06-11,36,Italy,Torino,Serie A
15,Left-Back,Cristian Ansaldi,1986-09-20,31,Argentina,Torino,Serie A
23,Left-Back,Antonio Barreca,1995-03-18,22,Italy,Torino,Serie A
3,Left-Back,Cristian Molinaro,1983-07-30,34,Italy,Torino,Serie A
29,Right-Back,Lorenzo De Silvestri,1988-05-23,29,Italy,Torino,Serie A
88,Defensive Midfield,Tomás Rincón,1988-01-13,29,Venezuela,Torino,Serie A
18,Defensive Midfield,Mirko Valdifiori,1986-04-21,31,Italy,Torino,Serie A
8,Central Midfield,Daniele Baselli,1992-03-12,25,Italy,Torino,Serie A
6,Central Midfield,Afriyie Acquah,1992-01-05,26,Ghana,Torino,Serie A
22,Central Midfield,Joel Obi,1991-05-22,26,Nigeria,Torino,Serie A
16,Central Midfield,Samuel Gustafson,1995-01-11,22,Sweden,Torino,Serie A
10,Attacking Midfield,Adem Ljajic,1991-09-29,26,Serbia,Torino,Serie A
21,Left Wing,Álex Berenguer,1995-07-04,22,Spain,Torino,Serie A
31,Left Wing,Lucas Boyé,1996-02-28,21,Argentina,Torino,Serie A
14,Right Wing,Iago Falque,1990-01-04,28,Spain,Torino,Serie A
20,Right Wing,Simone Edera,1997-01-09,21,Italy,Torino,Serie A
9,Centre-Forward,Andrea Belotti,1993-12-20,24,Italy,Torino,Serie A
11,Centre-Forward,M'Baye Niang,1994-12-19,23,Senegal,Torino,Serie A
99,Centre-Forward,Umar Sadiq,1997-02-02,20,Nigeria,Torino,Serie A
19,Centre-Forward,Manuel De Luca,1998-07-17,19,Italy,Torino,Serie A
2,Keeper,Emiliano Viviano,1985-12-01,32,Italy,Sampdoria,Serie A
1,Keeper,Christian Puggioni,1981-01-17,36,Italy,Sampdoria,Serie A
92,Keeper,Andrea Tozzo,1992-08-30,25,Italy,Sampdoria,Serie A
13,Centre-Back,Gianmarco Ferrari,1992-05-15,25,Italy,Sampdoria,Serie A
19,Centre-Back,Vasco Regini,1990-09-09,27,Italy,Sampdoria,Serie A
26,Centre-Back,Matías Silvestre,1984-09-25,33,Argentina,Sampdoria,Serie A
3,Centre-Back,Joachim Andersen,1996-05-31,21,Denmark,Sampdoria,Serie A
17,Left-Back,Ivan Strinic,1987-07-17,30,Croatia,Sampdoria,Serie A
29,Left-Back,Nicola Murru,1994-12-16,23,Italy,Sampdoria,Serie A
6,Left-Back,Dodô,1992-02-06,25,Brazil,Sampdoria,Serie A
24,Right-Back,Bartosz Bereszynski,1992-07-12,25,Poland,Sampdoria,Serie A
7,Right-Back,Jacopo Sala,1991-12-05,26,Italy,Sampdoria,Serie A
34,Defensive Midfield,Lucas Torreira,1996-02-11,21,Uruguay,Sampdoria,Serie A
18,Central Midfield,Dennis Praet,1994-05-14,23,Belgium,Sampdoria,Serie A
16,Central Midfield,Karol Linetty,1995-02-02,22,Poland,Sampdoria,Serie A
21,Central Midfield,Valerio Verre,1994-01-11,23,Italy,Sampdoria,Serie A
8,Central Midfield,Édgar Barreto,1984-07-15,33,Paraguay,Sampdoria,Serie A
28,Central Midfield,Leonardo Capezzi,1995-03-29,22,Italy,Sampdoria,Serie A
95,Central Midfield,David Ivan,1995-02-26,22,Slovakia,Sampdoria,Serie A
90,Attacking Midfield,Gastón Ramírez,1990-12-02,27,Uruguay,Sampdoria,Serie A
11,Attacking Midfield,Ricardo Álvarez,1988-04-12,29,Argentina,Sampdoria,Serie A
10,Attacking Midfield,Filip Djuricic,1992-01-30,25,Serbia,Sampdoria,Serie A
9,Secondary Striker,Gianluca Caprari,1993-07-30,24,Italy,Sampdoria,Serie A
91,Centre-Forward,Duván Zapata,1991-04-01,26,Colombia,Sampdoria,Serie A
99,Centre-Forward,Dawid Kownacki,1997-03-14,20,Poland,Sampdoria,Serie A
27,Centre-Forward,Fabio Quagliarella,1983-01-31,34,Italy,Sampdoria,Serie A
22,Keeper,Simone Scuffet,1996-05-31,21,Italy,Udinese Calcio,Serie A
1,Keeper,Albano Bizzarri,1977-11-09,40,Argentina,Udinese Calcio,Serie A
25,Keeper,Davide Borsellini,1999-01-04,19,Italy,Udinese Calcio,Serie A
17,Centre-Back,Bram Nuytinck,1990-05-04,27,Netherlands,Udinese Calcio,Serie A
4,Centre-Back,Gabriele Angella,1989-04-28,28,Italy,Udinese Calcio,Serie A
5,Centre-Back,Danilo,1984-05-10,33,Brazil,Udinese Calcio,Serie A
12,Centre-Back,Igor Bubnjic,1992-07-17,25,Croatia,Udinese Calcio,Serie A
55,Centre-Back,Pawel Bochniewicz,1996-01-30,21,Poland,Udinese Calcio,Serie A
3,Left-Back,Samir,1994-12-05,23,Brazil,Udinese Calcio,Serie A
97,Left-Back,Giuseppe Pezzella,1997-11-29,20,Italy,Udinese Calcio,Serie A
53,Left-Back,Ali Adnan,1993-12-19,24,Iraq,Udinese Calcio,Serie A
27,Right-Back,Silvan Widmer,1993-03-05,24,Switzerland,Udinese Calcio,Serie A
19,Right-Back,Jens Stryger Larsen,1991-02-21,26,Denmark,Udinese Calcio,Serie A
85,Defensive Midfield,Valon Behrami,1985-04-19,32,Switzerland,Udinese Calcio,Serie A
21,Defensive Midfield,Simone Pontisso,1997-03-20,20,Italy,Udinese Calcio,Serie A
14,Central Midfield,Jakub Jankto,1996-01-19,21,Czech Republic,Udinese Calcio,Serie A
6,Central Midfield,Seko Fofana,1995-05-07,22,Cote d'Ivoire,Udinese Calcio,Serie A
99,Central Midfield,Andrija Balic,1997-08-11,20,Croatia,Udinese Calcio,Serie A
23,Central Midfield,Emil Hallfredsson,1984-06-29,33,Iceland,Udinese Calcio,Serie A
16,Central Midfield,Gaspar Íñiguez,1994-03-26,23,Argentina,Udinese Calcio,Serie A
72,Attacking Midfield,Antonin Barak,1994-12-03,23,Czech Republic,Udinese Calcio,Serie A
61,Attacking Midfield,Nicolás Garmendia,1998-02-01,19,Spain,Udinese Calcio,Serie A
7,Left Wing,Ryder Matos,1993-02-27,24,Brazil,Udinese Calcio,Serie A
10,Right Wing,Rodrigo de Paul,1994-05-24,23,Argentina,Udinese Calcio,Serie A
96,Right Wing,Ewandro,1996-03-15,21,Brazil,Udinese Calcio,Serie A
13,Right Wing,Svante Ingelsson,1998-06-14,19,Sweden,Udinese Calcio,Serie A
NA,Right Wing,Nabil Jaadi,1996-07-01,21,Morocco,Udinese Calcio,Serie A
15,Centre-Forward,Kevin Lasagna,1992-08-10,25,Italy,Udinese Calcio,Serie A
9,Centre-Forward,Riad Bajić,1994-05-06,23,Bosnia-Herzegovina,Udinese Calcio,Serie A
18,Centre-Forward,Stipe Perica,1995-07-07,22,Croatia,Udinese Calcio,Serie A
NA,Centre-Forward,Rodrigo Aguirre,1994-10-01,23,Uruguay,Udinese Calcio,Serie A
20,Centre-Forward,Maxi López,1984-04-03,33,Argentina,Udinese Calcio,Serie A
47,Keeper,Andrea Consigli,1987-01-27,30,Italy,Sassuolo,Serie A
70,Keeper,Leonardo Marson,1998-01-05,20,Italy,Sassuolo,Serie A
77,Keeper,Gianluca Pegolo,1981-03-25,36,Italy,Sassuolo,Serie A
15,Centre-Back,Francesco Acerbi,1988-02-10,29,Italy,Sassuolo,Serie A
24,Centre-Back,Edoardo Goldaniga,1993-11-02,24,Italy,Sassuolo,Serie A
55,Centre-Back,Timo Letschert,1993-05-25,24,Netherlands,Sassuolo,Serie A
39,Left-Back,Cristian Dell'Orco,1994-02-10,23,Italy,Sassuolo,Serie A
26,Left-Back,Rogério,1998-01-13,19,Brazil,Sassuolo,Serie A
13,Left-Back,Federico Peluso,1984-01-20,33,Italy,Sassuolo,Serie A
21,Right-Back,Pol Lirola,1997-08-13,20,Spain,Sassuolo,Serie A
98,Right-Back,Claud Adjapong,1998-05-06,19,Italy,Sassuolo,Serie A
23,Right-Back,Marcello Gazzola,1985-04-03,32,Italy,Sassuolo,Serie A
12,Defensive Midfield,Stefano Sensi,1995-08-05,22,Italy,Sassuolo,Serie A
4,Defensive Midfield,Francesco Magnanelli,1984-11-12,33,Italy,Sassuolo,Serie A
32,Central Midfield,Alfred Duncan,1993-03-10,24,Ghana,Sassuolo,Serie A
29,Central Midfield,Francesco Cassata,1997-07-16,20,Italy,Sassuolo,Serie A
7,Central Midfield,Simone Missiroli,1986-05-23,31,Italy,Sassuolo,Serie A
6,Central Midfield,Luca Mazzitelli,1995-11-15,22,Italy,Sassuolo,Serie A
22,Central Midfield,Davide Frattesi,1999-09-22,18,Italy,Sassuolo,Serie A
8,Central Midfield,Davide Biondini,1983-01-24,34,Italy,Sassuolo,Serie A
90,Left Wing,Antonino Ragusa,1990-03-27,27,Italy,Sassuolo,Serie A
17,Left Wing,Nicholas Pierini,1998-08-06,19,Italy,Sassuolo,Serie A
25,Right Wing,Domenico Berardi,1994-08-01,23,Italy,Sassuolo,Serie A
16,Right Wing,Matteo Politano,1993-08-03,24,Italy,Sassuolo,Serie A
11,Centre-Forward,Diego Falcinelli,1991-06-26,26,Italy,Sassuolo,Serie A
10,Centre-Forward,Alessandro Matri,1984-08-19,33,Italy,Sassuolo,Serie A
14,Centre-Forward,Gianluca Scamacca,1999-01-01,19,Italy,Sassuolo,Serie A
1,Keeper,Mattia Perin,1992-11-10,25,Italy,Genoa,Serie A
23,Keeper,Eugenio Lamanna,1989-08-07,28,Italy,Genoa,Serie A
38,Keeper,Lukas Zima,1994-01-09,24,Czech Republic,Genoa,Serie A
5,Centre-Back,Armando Izzo,1992-03-02,25,Italy,Genoa,Serie A
13,Centre-Back,Luca Rossettini,1985-05-09,32,Italy,Genoa,Serie A
87,Centre-Back,Ervin Zukanovic,1987-02-11,30,Bosnia-Herzegovina,Genoa,Serie A
14,Centre-Back,Davide Biraschi,1994-07-02,23,Italy,Genoa,Serie A
33,Centre-Back,Loïck Landre,1992-05-05,25,France,Genoa,Serie A
NA,Centre-Back,Sebastián Gorga,1994-04-06,23,Uruguay,Genoa,Serie A
2,Centre-Back,Nicolás Spolli,1983-02-20,34,Argentina,Genoa,Serie A
3,Centre-Back,Santiago Gentiletti,1985-01-09,33,Argentina,Genoa,Serie A
18,Left-Back,Francesco Migliore,1988-04-17,29,Italy,Genoa,Serie A
20,Right-Back,Aleandro Rosi,1987-05-17,30,Italy,Genoa,Serie A
44,Defensive Midfield,Miguel Veloso,1986-05-11,31,Portugal,Genoa,Serie A
8,Central Midfield,Andrea Bertolacci,1991-01-11,26,Italy,Genoa,Serie A
21,Central Midfield,Petar Brlek,1994-01-29,23,Croatia,Genoa,Serie A
30,Central Midfield,Luca Rigoni,1984-12-07,33,Italy,Genoa,Serie A
4,Central Midfield,Isaac Cofie,1991-09-20,26,Ghana,Genoa,Serie A
40,Central Midfield,Stephane Omeonga,1996-03-27,21,Belgium,Genoa,Serie A
22,Right Midfield,Darko Lazovic,1990-09-15,27,Serbia,Genoa,Serie A
25,Right Midfield,Thomas Rodríguez,1996-04-05,21,Chile,Genoa,Serie A
93,Left Midfield,Diego Laxalt,1993-02-07,24,Uruguay,Genoa,Serie A
11,Attacking Midfield,Adel Taarabt,1989-05-24,28,Morocco,Genoa,Serie A
9,Left Wing,Ricardo Centurión,1993-01-19,24,Argentina,Genoa,Serie A
17,Left Wing,Raffaele Palladino,1984-04-17,33,Italy,Genoa,Serie A
27,Right Wing,Federico Ricci,1994-05-27,23,Italy,Genoa,Serie A
19,Secondary Striker,Goran Pandev,1983-07-27,34,Macedonia,Genoa,Serie A
64,Centre-Forward,Pietro Pellegri,2001-03-17,16,Italy,Genoa,Serie A
10,Centre-Forward,Gianluca Lapadula,1990-02-07,27,Italy,Genoa,Serie A
49,Centre-Forward,Giuseppe Rossi,1987-02-01,30,Italy,Genoa,Serie A
16,Centre-Forward,Andrej Galabinov,1988-11-13,29,Bulgaria,Genoa,Serie A
83,Keeper,Antonio Mirante,1983-07-08,34,Italy,Bologna,Serie A
1,Keeper,Angelo da Costa,1983-11-12,34,Brazil,Bologna,Serie A
29,Keeper,Antonio Santurro,1992-02-29,25,Italy,Bologna,Serie A
